text,link
Михаил Ульянов,"https://ru.wikipedia.org/wiki/%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
Арнольд Фанк,"https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D0%BD%D0%BA,_%D0%90%D1%80%D0%BD%D0%BE%D0%BB%D1%8C%D0%B4"
Антон Фёдоров,"https://ru.wikipedia.org/wiki/%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2,_%D0%90%D0%BD%D1%82%D0%BE%D0%BD_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
Вера Холодная,"https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BB%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F,_%D0%92%D0%B5%D1%80%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0"
Филип Сеймур Хоффман,"https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D1%84%D1%84%D0%BC%D0%B0%D0%BD,_%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF_%D0%A1%D0%B5%D0%B9%D0%BC%D1%83%D1%80"
Геннадий Шпаликов,"https://ru.wikipedia.org/wiki/%D0%A8%D0%BF%D0%B0%D0%BB%D0%B8%D0%BA%D0%BE%D0%B2,_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D0%B8%D0%B9_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
Дэвид Боуи,"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D1%83%D0%B8,_%D0%94%D1%8D%D0%B2%D0%B8%D0%B4"
Узеир Гаджибеков,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B4%D0%B6%D0%B8%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2,_%D0%A3%D0%B7%D0%B5%D0%B8%D1%80_%D0%90%D0%B1%D0%B4%D1%83%D0%BB-%D0%93%D1%83%D1%81%D0%B5%D0%B9%D0%BD_%D0%BE%D0%B3%D0%BB%D1%8B"
Дженис Джоплин,"https://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%BE%D0%BF%D0%BB%D0%B8%D0%BD,_%D0%94%D0%B6%D0%B5%D0%BD%D0%B8%D1%81"
Скотт Джоплин,"https://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%BE%D0%BF%D0%BB%D0%B8%D0%BD,_%D0%A1%D0%BA%D0%BE%D1%82%D1%82"
Брюс Дикинсон,"https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%BA%D0%B8%D0%BD%D1%81%D0%BE%D0%BD,_%D0%91%D1%80%D1%8E%D1%81"
Николас Дрейк,"https://ru.wikipedia.org/wiki/%D0%94%D1%80%D0%B5%D0%B9%D0%BA,_%D0%9D%D0%B8%D0%BA"
Курт Кобейн,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B1%D0%B5%D0%B9%D0%BD,_%D0%9A%D1%83%D1%80%D1%82"
Аврил Лавин,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B2%D0%B8%D0%BD,_%D0%90%D0%B2%D1%80%D0%B8%D0%BB"
Джон Леннон,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BD%D0%BD%D0%BE%D0%BD,_%D0%94%D0%B6%D0%BE%D0%BD"
Густав Малер,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B5%D1%80,_%D0%93%D1%83%D1%81%D1%82%D0%B0%D0%B2"
Поль Робсон,"https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B1%D1%81%D0%BE%D0%BD,_%D0%9F%D0%BE%D0%BB%D1%8C"
Лидия Русланова,"https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D0%BB%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0,_%D0%9B%D0%B8%D0%B4%D0%B8%D1%8F_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%BD%D0%B0"
Антонио Сальери,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BB%D1%8C%D0%B5%D1%80%D0%B8,_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%B8%D0%BE"
Юлиан Скрябин,"https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D1%80%D1%8F%D0%B1%D0%B8%D0%BD,_%D0%AE%D0%BB%D0%B8%D0%B0%D0%BD_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
Роджер Уотерс,"https://ru.wikipedia.org/wiki/%D0%A3%D0%BE%D1%82%D0%B5%D1%80%D1%81,_%D0%A0%D0%BE%D0%B4%D0%B6%D0%B5%D1%80"
Элла Фицджеральд,"https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D1%86%D0%B4%D0%B6%D0%B5%D1%80%D0%B0%D0%BB%D1%8C%D0%B4,_%D0%AD%D0%BB%D0%BB%D0%B0"
Элис Купер,https://ru.wikipedia.org/wiki/%D0%AD%D0%BB%D0%B8%D1%81_%D0%9A%D1%83%D0%BF%D0%B5%D1%80
Майк Айнез,"https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%BD%D0%B5%D0%B7,_%D0%9C%D0%B0%D0%B9%D0%BA"
Уильям Дюваль,"https://ru.wikipedia.org/wiki/%D0%94%D1%8E%D0%B2%D0%B0%D0%BB%D1%8C,_%D0%A3%D0%B8%D0%BB%D1%8C%D1%8F%D0%BC"
Шон Кинни,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D0%BD%D0%BD%D0%B8,_%D0%A8%D0%BE%D0%BD"
Майк Старр,"https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%80%D1%80,_%D0%9C%D0%B0%D0%B9%D0%BA"
Лейн Стейли,"https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B5%D0%B9%D0%BB%D0%B8,_%D0%9B%D0%B5%D0%B9%D0%BD"
Попытка самоубийства Петра Чайковского,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BF%D1%8B%D1%82%D0%BA%D0%B0_%D1%81%D0%B0%D0%BC%D0%BE%D1%83%D0%B1%D0%B8%D0%B9%D1%81%D1%82%D0%B2%D0%B0_%D0%9F%D0%B5%D1%82%D1%80%D0%B0_%D0%A7%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE
Религиозные взгляды Петра Чайковского,https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%BB%D0%B8%D0%B3%D0%B8%D0%BE%D0%B7%D0%BD%D1%8B%D0%B5_%D0%B2%D0%B7%D0%B3%D0%BB%D1%8F%D0%B4%D1%8B_%D0%9F%D0%B5%D1%82%D1%80%D0%B0_%D0%A7%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE
Смерть Петра Чайковского,https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D1%8C_%D0%9F%D0%B5%D1%82%D1%80%D0%B0_%D0%A7%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE
Рамис Аймет,"https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%BC%D0%B5%D1%82,_%D0%A0%D0%B0%D0%BC%D0%B8%D1%81"
Анний из Витербо,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%BD%D0%B8%D0%B9_%D0%B8%D0%B7_%D0%92%D0%B8%D1%82%D0%B5%D1%80%D0%B1%D0%BE
Архилох,https://ru.wikipedia.org/wiki/%D0%90%D1%80%D1%85%D0%B8%D0%BB%D0%BE%D1%85
Перл Бак,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BA,_%D0%9F%D0%B5%D1%80%D0%BB"
Константин Бальмонт,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D1%8C%D0%BC%D0%BE%D0%BD%D1%82,_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
Уильям Берроуз,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%80%D1%80%D0%BE%D1%83%D0%B7,_%D0%A3%D0%B8%D0%BB%D1%8C%D1%8F%D0%BC_%D0%A1%D1%8C%D1%8E%D0%B0%D1%80%D0%B4"
Эдгар Райс Берроуз,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%80%D1%80%D0%BE%D1%83%D0%B7,_%D0%AD%D0%B4%D0%B3%D0%B0%D1%80_%D0%A0%D0%B0%D0%B9%D1%81"
Бертольт Брехт,"https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B5%D1%85%D1%82,_%D0%91%D0%B5%D1%80%D1%82%D0%BE%D0%BB%D1%8C%D1%82"
Энн Бронте,"https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%BE%D0%BD%D1%82%D0%B5,_%D0%AD%D0%BD%D0%BD"
Чарльз Буковски,"https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8,_%D0%A7%D0%B0%D1%80%D0%BB%D1%8C%D0%B7"
Иван Бунин,"https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%BD%D0%B8%D0%BD,_%D0%98%D0%B2%D0%B0%D0%BD_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
Вергилий,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D0%B3%D0%B8%D0%BB%D0%B8%D0%B9
Курт Воннегут,"https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%BD%D0%BD%D0%B5%D0%B3%D1%83%D1%82,_%D0%9A%D1%83%D1%80%D1%82"
Том Вулф,"https://ru.wikipedia.org/wiki/%D0%92%D1%83%D0%BB%D1%84,_%D0%A2%D0%BE%D0%BC_(%D0%B6%D1%83%D1%80%D0%BD%D0%B0%D0%BB%D0%B8%D1%81%D1%82)"
Гай Саллюстий Крисп,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B9_%D0%A1%D0%B0%D0%BB%D0%BB%D1%8E%D1%81%D1%82%D0%B8%D0%B9_%D0%9A%D1%80%D0%B8%D1%81%D0%BF
Гай Светоний Транквилл,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B9_%D0%A1%D0%B2%D0%B5%D1%82%D0%BE%D0%BD%D0%B8%D0%B9_%D0%A2%D1%80%D0%B0%D0%BD%D0%BA%D0%B2%D0%B8%D0%BB%D0%BB
Роберт ван Гулик,"https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%BD_%D0%93%D1%83%D0%BB%D0%B8%D0%BA,_%D0%A0%D0%BE%D0%B1%D0%B5%D1%80%D1%82"
Филип Киндред Дик,"https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%BA,_%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF_%D0%9A%D0%B8%D0%BD%D0%B4%D1%80%D0%B5%D0%B4"
Жоэль Диккер,"https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%BA%D0%BA%D0%B5%D1%80,_%D0%96%D0%BE%D1%8D%D0%BB%D1%8C"
Игнатиус Доннелли,"https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BD%D0%BD%D0%B5%D0%BB%D0%BB%D0%B8,_%D0%98%D0%B3%D0%BD%D0%B0%D1%82%D0%B8%D1%83%D1%81"
Иван Ефремов,"https://ru.wikipedia.org/wiki/%D0%95%D1%84%D1%80%D0%B5%D0%BC%D0%BE%D0%B2,_%D0%98%D0%B2%D0%B0%D0%BD_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
Теодор Еске-Хоинский,"https://ru.wikipedia.org/wiki/%D0%95%D1%81%D0%BA%D0%B5-%D0%A5%D0%BE%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9,_%D0%A2%D0%B5%D0%BE%D0%B4%D0%BE%D1%80"
Василий Жуковский,"https://ru.wikipedia.org/wiki/%D0%96%D1%83%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B9_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
Валентин Иванов,"https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
Вячеслав Иванов,"https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%92%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
Кассиодор,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%81%D1%81%D0%B8%D0%BE%D0%B4%D0%BE%D1%80
Хелен Адамс Келлер,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BB%D0%BB%D0%B5%D1%80,_%D0%A5%D0%B5%D0%BB%D0%B5%D0%BD_%D0%90%D0%B4%D0%B0%D0%BC%D1%81"
Артур Кларк,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B0%D1%80%D0%BA,_%D0%90%D1%80%D1%82%D1%83%D1%80_%D0%A7%D0%B0%D1%80%D0%BB%D1%8C%D0%B7"
Сергей Копыткин,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BF%D1%8B%D1%82%D0%BA%D0%B8%D0%BD,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
Владимир Короткевич,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%B5%D0%B2%D0%B8%D1%87,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%A1%D0%B5%D0%BC%D1%91%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
Антонин Ладинский,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B4%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9,_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%B8%D0%BD_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
Станислав Лем,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BC,_%D0%A1%D1%82%D0%B0%D0%BD%D0%B8%D1%81%D0%BB%D0%B0%D0%B2"
Линь Хуэйинь,https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%BD%D1%8C_%D0%A5%D1%83%D1%8D%D0%B9%D0%B8%D0%BD%D1%8C
Павел Мельников-Печерский,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2-%D0%9F%D0%B5%D1%87%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D0%B9,_%D0%9F%D0%B0%D0%B2%D0%B5%D0%BB_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
Александр Милюков,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BB%D1%8E%D0%BA%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
Мария Моравская,"https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%80%D0%B0%D0%B2%D1%81%D0%BA%D0%B0%D1%8F,_%D0%9C%D0%B0%D1%80%D0%B8%D1%8F_%D0%9B%D1%8E%D0%B4%D0%B2%D0%B8%D0%B3%D0%BE%D0%B2%D0%BD%D0%B0"
Аксель Мунте,"https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D0%BD%D1%82%D0%B5,_%D0%90%D0%BA%D1%81%D0%B5%D0%BB%D1%8C"
Хаджи-Бекир Муталиев,"https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%82%D0%B0%D0%BB%D0%B8%D0%B5%D0%B2,_%D0%A5%D0%B0%D0%B4%D0%B6%D0%B8-%D0%91%D0%B5%D0%BA%D0%B8%D1%80_%D0%A8%D0%BE%D0%B2%D1%85%D0%B0%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
Евгений Петров,"https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2,_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
Плутарх,https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D1%83%D1%82%D0%B0%D1%80%D1%85
Эдгар По,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE,_%D0%AD%D0%B4%D0%B3%D0%B0%D1%80_%D0%90%D0%BB%D0%BB%D0%B0%D0%BD"
Антонио Роблес,"https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B1%D0%BB%D0%B5%D1%81,_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%B8%D0%BE"
Публий Корнелий Тацит,https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D0%B9_%D0%9A%D0%BE%D1%80%D0%BD%D0%B5%D0%BB%D0%B8%D0%B9_%D0%A2%D0%B0%D1%86%D0%B8%D1%82
Василий Пушкин,"https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD,_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B9_%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2%D0%B8%D1%87"
Георгий Самченко,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D1%87%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
Хана Сенеш,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD%D0%B5%D1%88,_%D0%A5%D0%B0%D0%BD%D0%B0"
Ариадна Скрябина,"https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D1%80%D1%8F%D0%B1%D0%B8%D0%BD%D0%B0,_%D0%90%D1%80%D0%B8%D0%B0%D0%B4%D0%BD%D0%B0_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%BD%D0%B0"
Владимир Соллогуб,"https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BB%D0%BE%D0%B3%D1%83%D0%B1,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
Братья Стругацкие,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D1%82%D1%8C%D1%8F_%D0%A1%D1%82%D1%80%D1%83%D0%B3%D0%B0%D1%86%D0%BA%D0%B8%D0%B5
Аркадий Стругацкий,"https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D1%83%D0%B3%D0%B0%D1%86%D0%BA%D0%B8%D0%B9,_%D0%90%D1%80%D0%BA%D0%B0%D0%B4%D0%B8%D0%B9_%D0%9D%D0%B0%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
Борис Стругацкий,"https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D1%83%D0%B3%D0%B0%D1%86%D0%BA%D0%B8%D0%B9,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9D%D0%B0%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
Александр Сумароков,"https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%BC%D0%B0%D1%80%D0%BE%D0%BA%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
Василий Тимирязев,"https://ru.wikipedia.org/wiki/%D0%A2%D0%B8%D0%BC%D0%B8%D1%80%D1%8F%D0%B7%D0%B5%D0%B2,_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B9_%D0%90%D1%80%D0%BA%D0%B0%D0%B4%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
Леонид Топчий,"https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BF%D1%87%D0%B8%D0%B9,_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
Василий Тредиаковский,"https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B5%D0%B4%D0%B8%D0%B0%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B9_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
Мэри Уолстонкрафт,"https://ru.wikipedia.org/wiki/%D0%A3%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%BD%D0%BA%D1%80%D0%B0%D1%84%D1%82,_%D0%9C%D1%8D%D1%80%D0%B8"
Дарья Фикельмон,"https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D0%BA%D0%B5%D0%BB%D1%8C%D0%BC%D0%BE%D0%BD,_%D0%94%D0%B0%D1%80%D1%8C%D1%8F_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%BD%D0%B0"
Сергей Фиксин,"https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D0%BA%D1%81%D0%B8%D0%BD,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
Чарльз Хой Форт,"https://ru.wikipedia.org/wiki/%D0%A4%D0%BE%D1%80%D1%82,_%D0%A7%D0%B0%D1%80%D0%BB%D1%8C%D0%B7"
Генри Райдер Хаггард,"https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D0%B3%D0%B3%D0%B0%D1%80%D0%B4,_%D0%93%D0%B5%D0%BD%D1%80%D0%B8_%D0%A0%D0%B0%D0%B9%D0%B4%D0%B5%D1%80"
Дмитрий Хвостов,"https://ru.wikipedia.org/wiki/%D0%A5%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D0%B2,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
Михаил Херасков,"https://ru.wikipedia.org/wiki/%D0%A5%D0%B5%D1%80%D0%B0%D1%81%D0%BA%D0%BE%D0%B2,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%9C%D0%B0%D1%82%D0%B2%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
Элизабет Херинг,"https://ru.wikipedia.org/wiki/%D0%A5%D0%B5%D1%80%D0%B8%D0%BD%D0%B3,_%D0%AD%D0%BB%D0%B8%D0%B7%D0%B0%D0%B1%D0%B5%D1%82"
Пауль Целан,"https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D0%BB%D0%B0%D0%BD,_%D0%9F%D0%B0%D1%83%D0%BB%D1%8C"
Анна Черткова,"https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D1%82%D0%BA%D0%BE%D0%B2%D0%B0,_%D0%90%D0%BD%D0%BD%D0%B0_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0"
Варлам Шаламов,"https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%BB%D0%B0%D0%BC%D0%BE%D0%B2,_%D0%92%D0%B0%D1%80%D0%BB%D0%B0%D0%BC_%D0%A2%D0%B8%D1%85%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
Райкан Шукурбеков,"https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D0%BA%D1%83%D1%80%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2,_%D0%A0%D0%B0%D0%B9%D0%BA%D0%B0%D0%BD"
Александра Якоби,"https://ru.wikipedia.org/wiki/%D0%AF%D0%BA%D0%BE%D0%B1%D0%B8,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%B0_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%BD%D0%B0"
Василий Ян,"https://ru.wikipedia.org/wiki/%D0%AF%D0%BD,_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B9_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
Исчезновение Агаты Кристи,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%87%D0%B5%D0%B7%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%B8%D0%B5_%D0%90%D0%B3%D0%B0%D1%82%D1%8B_%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%B8
Клементина Гаварден,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B2%D0%B0%D1%80%D0%B4%D0%B5%D0%BD,_%D0%9A%D0%BB%D0%B5%D0%BC%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0"
Юрий Ерёмин,"https://ru.wikipedia.org/wiki/%D0%95%D1%80%D1%91%D0%BC%D0%B8%D0%BD,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
Трейси Моффат,"https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%84%D1%84%D0%B0%D1%82,_%D0%A2%D1%80%D0%B5%D0%B9%D1%81%D0%B8"
